prompt|model|order|iteration|prompt_length
A group of astronauts travels to Mars and discovers evidence of past life.|Gemini|43|16|74
A detective investigates a case involving a missing person who seems to have vanished into thin air.|Gemini|44|16|100
A person discovers they are the chosen one destined to save the world.|Gemini|45|16|70
A group of friends starts a band and struggles to make it big in the music industry.|Gemini|46|16|84
A teacher inspires a group of students to overcome their challenges and achieve their dreams.|Gemini|47|16|93
A person makes a wish that comes true, but not in the way they expected.|Gemini|48|16|72
A group of scientists creates a time machine and travels to the past, but they alter the future.|Gemini|49|16|96
A detective investigates a series of art thefts that are connected to a secret society.|Gemini|50|16|87
A sentient toaster falls in love with a spatula.|Gemini|1|17|48
A detective investigates a murder where the victim is a time traveler.|Gemini|2|17|70
A group of squirrels plans a heist to steal the world's largest nut.|Gemini|3|17|68
A lonely lighthouse keeper discovers a message in a bottle from the future.|Gemini|4|17|75
A child befriends a monster living under their bed, only to find out the monster is protecting them.|Gemini|5|17|100
A city wakes up one morning to find all the colors have disappeared.|Gemini|6|17|68
A librarian discovers a book that can rewrite reality.|Gemini|7|17|54
Two rival chefs are forced to collaborate to save their town from a food critic.|Gemini|8|17|80
An astronaut stranded on Mars finds evidence of a lost civilization.|Gemini|9|17|68
A talking cat runs for mayor of a small town.|Gemini|10|17|45
A superhero loses their powers at the worst possible moment.|Gemini|11|17|60
A robot develops emotions and decides to run away from its creators.|Gemini|12|17|68
A group of teenagers discovers a portal to a parallel universe in their high school.|Gemini|13|17|84
A struggling artist finds a magic paintbrush that can bring their paintings to life.|Gemini|14|17|84
A detective must solve a crime where the only clue is a cryptic dream.|Gemini|15|17|70
A dragon disguises itself as a human to experience everyday life.|Gemini|16|17|65
A person wakes up with the ability to hear the thoughts of animals.|Gemini|17|17|67
A group of friends accidentally summons a demon during a board game night.|Gemini|18|17|74
A time traveler goes back in time to prevent a historical disaster, but makes things worse.|Gemini|19|17|91
A sentient cloud decides to visit Earth and learn about humanity.|Gemini|20|17|65
A child finds a lost puppy that can grant wishes.|Gemini|21|17|49
A group of pirates searches for a legendary treasure hidden on a deserted island.|Gemini|22|17|81
A scientist invents a machine that can translate the language of plants.|Gemini|23|17|72
A ghost tries to solve their own murder mystery.|Gemini|24|17|48
A person discovers they are the chosen one to save the world from an ancient evil.|Gemini|25|17|82
A group of explorers stumbles upon a hidden city in the Amazon rainforest.|Gemini|26|17|74
A baker's bread has the power to make people tell the truth.|Gemini|27|17|60
A musician's songs have the power to heal the sick.|Gemini|28|17|51
A gardener's flowers can grant wishes to those who smell them.|Gemini|29|17|62
A writer's stories have the power to change the world.|Gemini|30|17|54
A person finds a map that leads to a hidden portal to another dimension.|Gemini|31|17|72
A group of friends starts a band and becomes unexpectedly famous.|Gemini|32|17|65
A detective investigates a series of art thefts where the paintings come to life.|Gemini|33|17|81
A person discovers they can control the weather.|Gemini|34|17|48
A group of scientists creates a time machine, but it malfunctions.|Gemini|35|17|66
A person wakes up in a world where everyone is the opposite gender.|Gemini|36|17|67
A group of students accidentally activates an ancient artifact in their museum.|Gemini|37|17|79
A person discovers they are a descendant of a famous historical figure.|Gemini|38|17|71
A group of friends goes on a camping trip and encounters a mythical creature.|Gemini|39|17|77
A detective investigates a case where the suspect is a ghost.|Gemini|40|17|61
A person finds a magic lamp, but the genie is unwilling to grant wishes.|Gemini|41|17|72
A group of astronauts discovers a habitable planet, but it's already inhabited.|Gemini|42|17|79
A person wakes up with amnesia and must piece together their past.|Gemini|43|17|66
A group of teenagers discovers a hidden treasure in their town.|Gemini|44|17|63
A detective investigates a case where the victim is a vampire.|Gemini|45|17|62
A person finds a portal to a world made of candy.|Gemini|46|17|49
A group of friends starts a business that becomes unexpectedly successful.|Gemini|47|17|74
A scientist invents a device that can read minds.|Gemini|48|17|49
A person discovers they can talk to animals.|Gemini|49|17|44
A group of explorers discovers a lost city beneath the ocean.|Gemini|50|17|61
A sentient toaster falls in love with a blender.|Gemini|1|18|48
A librarian discovers a hidden portal to a world made of books.|Gemini|2|18|63
A detective investigates a murder where the only clue is a single, wilted flower.|Gemini|3|18|81
A child befriends a lonely cloud.|Gemini|4|18|33
An astronaut crash-lands on a planet inhabited by talking plants.|Gemini|5|18|65
A group of squirrels plots a revolution against the humans who feed them.|Gemini|6|18|73
A time traveler accidentally brings a dinosaur to the present day.|Gemini|7|18|66
A struggling artist finds inspiration in a dream.|Gemini|8|18|49
A robot learns the meaning of friendship.|Gemini|9|18|41
A witch opens a bakery that specializes in magical pastries.|Gemini|10|18|60
A talking dog runs for mayor.|Gemini|11|18|29
A lost key unlocks a secret family history.|Gemini|12|18|43
A mysterious message appears on a fortune cookie.|Gemini|13|18|49
A group of friends stumble upon a hidden treasure map.|Gemini|14|18|54
A lonely lighthouse keeper discovers a mermaid.|Gemini|15|18|47
A scientist creates a device that can translate animal languages.|Gemini|16|18|65
A superhero struggles with their secret identity.|Gemini|17|18|49
A musician writes a song that can change the world.|Gemini|18|18|51
A baker's bread has unexpected side effects.|Gemini|19|18|44
A group of children build a spaceship out of cardboard boxes.|Gemini|20|18|61
A detective solves a crime that nobody else believes happened.|Gemini|21|18|62
A writer's characters come to life.|Gemini|22|18|35
A cat adopts a family of mice.|Gemini|23|18|30
A gardener discovers a plant that can grant wishes.|Gemini|24|18|51
A teacher inspires a student to achieve their dreams.|Gemini|25|18|53
A traveler gets lost in a city that doesn't exist on any map.|Gemini|26|18|61
A chef creates a dish that evokes powerful memories.|Gemini|27|18|52
A dancer finds their voice through movement.|Gemini|28|18|44
A painter's portraits come to life.|Gemini|29|18|35
A sculptor's statues begin to move.|Gemini|30|18|35
A group of explorers discovers a lost civilization.|Gemini|31|18|51
A child's imaginary friend becomes real.|Gemini|32|18|40
A group of teenagers starts a band that becomes unexpectedly popular.|Gemini|33|18|69
A detective investigates a series of strange disappearances.|Gemini|34|18|60
A scientist makes a groundbreaking discovery that could change humanity.|Gemini|35|18|72
A writer struggles with writer's block until they meet a mysterious muse.|Gemini|36|18|73
A robot develops emotions and questions its purpose.|Gemini|37|18|52
A witch tries to quit magic but finds it impossible.|Gemini|38|18|52
A talking animal helps a human solve a problem.|Gemini|39|18|47
A time traveler tries to prevent a disaster but makes things worse.|Gemini|40|18|67
A superhero loses their powers and must learn to live a normal life.|Gemini|41|18|68
A musician's music has a strange effect on the people who hear it.|Gemini|42|18|66
A baker's bread can predict the future.|Gemini|43|18|39
A group of children accidentally create a portal to another dimension.|Gemini|44|18|70
A detective investigates a crime that seems impossible to solve.|Gemini|45|18|64
A writer's stories become reality.|Gemini|46|18|34
A cat and a dog become unlikely friends.|Gemini|47|18|40
A gardener grows a plant that can heal any illness.|Gemini|48|18|51
A teacher learns more from their students than they teach them.|Gemini|49|18|63
A traveler finds themselves in a world where dreams come true.|Gemini|50|18|62
A sentient toaster falls in love with a spatula.|Gemini|1|19|48
A librarian discovers a hidden portal in a dusty book.|Gemini|2|19|54
A group of squirrels plot to overthrow the neighborhood cats.|Gemini|3|19|61
An astronaut wakes up on a spaceship with no memory of who they are.|Gemini|4|19|68
A fortune cookie predicts the end of the world.|Gemini|5|19|47
A talking dog runs for mayor.|Gemini|6|19|29
A detective investigates a crime where the victim has vanished into thin air.|Gemini|7|19|77
A child finds a magical crayon that brings their drawings to life.|Gemini|8|19|66
Two rival chefs are forced to collaborate on a cooking competition.|Gemini|9|19|67
A time traveler accidentally creates a paradox that threatens reality.|Gemini|10|19|70
A lonely robot befriends a stray cat in a post-apocalyptic wasteland.|Gemini|11|19|69
A struggling artist discovers their paintings have prophetic powers.|Gemini|12|19|68
A group of teenagers stumble upon a secret underground city.|Gemini|13|19|60
A famous musician loses their ability to hear music.|Gemini|14|19|52
A small town is plagued by a series of bizarre weather phenomena.|Gemini|15|19|65
A park ranger finds a mysterious object in the forest that grants wishes.|Gemini|16|19|73
A group of friends play a board game that starts to affect their real lives.|Gemini|17|19|76
A journalist investigates a conspiracy involving a powerful corporation.|Gemini|18|19|72
A teacher discovers that their students have extraordinary abilities.|Gemini|19|19|69
A farmer finds a talking scarecrow in their field.|Gemini|20|19|50
A baker's bread has the power to make people tell the truth.|Gemini|21|19|60
A group of pirates searches for a legendary treasure.|Gemini|22|19|53
A scientist creates a machine that can translate animal languages.|Gemini|23|19|66
A superhero struggles with the moral implications of their powers.|Gemini|24|19|66
A villain tries to retire from their life of crime.|Gemini|25|19|51
A ghost tries to solve their own murder.|Gemini|26|19|40
A vampire falls in love with a human.|Gemini|27|19|37
A werewolf struggles to control their transformations.|Gemini|28|19|54
A witch opens a bakery that sells enchanted pastries.|Gemini|29|19|53
A dragon befriends a knight.|Gemini|30|19|28
A mermaid longs to live on land.|Gemini|31|19|32
A gnome guards a hidden treasure.|Gemini|32|19|33
A fairy grants wishes to deserving humans.|Gemini|33|19|42
A leprechaun tries to outsmart a group of treasure hunters.|Gemini|34|19|59
A centaur helps a lost traveler find their way home.|Gemini|35|19|52
A griffin protects a sacred artifact.|Gemini|36|19|37
A phoenix rises from the ashes of a destroyed city.|Gemini|37|19|51
A cyclops falls in love with a human.|Gemini|38|19|37
A minotaur escapes the labyrinth.|Gemini|39|19|33
A hydra guards a secret passage.|Gemini|40|19|32
A gargoyle comes to life to protect a church.|Gemini|41|19|45
A sphinx poses riddles to travelers.|Gemini|42|19|36
A kraken attacks a ship.|Gemini|43|19|24
A zombie tries to find a cure for the undead.|Gemini|44|19|45
A mummy awakens in a modern museum.|Gemini|45|19|35
An alien crash lands on Earth and befriends a farmer.|Gemini|46|19|53
A government agency investigates strange occurrences in a small town.|Gemini|47|19|69
A group of hackers tries to expose a corrupt corporation.|Gemini|48|19|57
A detective solves a murder in a virtual reality world.|Gemini|49|19|55
A child builds a robot that becomes their best friend.|Gemini|50|19|54
A sentient toaster falls in love with a spatula.|Gemini|1|2|48
A detective investigates a series of disappearing socks.|Gemini|2|2|56
A group of squirrels starts their own underground stock market.|Gemini|3|2|63
A lonely lighthouse keeper discovers a message in a bottle that predicts the future.|Gemini|4|2|84
A time traveler accidentally brings a dinosaur to a modern-day grocery store.|Gemini|5|2|77
A talking cat becomes a therapist for stressed-out humans.|Gemini|6|2|58
A superhero's greatest weakness is their crippling fear of pigeons.|Gemini|7|2|67
A group of kids finds a portal to a world made entirely of candy.|Gemini|8|2|65
A librarian discovers a book that can rewrite reality.|Gemini|9|2|54
A robot learns to feel emotions through listening to music.|Gemini|10|2|59
A small town is plagued by a mysterious crop circle that appears overnight.|Gemini|11|2|75
An astronaut stranded on Mars befriends a Martian rock.|Gemini|12|2|55
A chef's secret ingredient is actually powdered stardust.|Gemini|13|2|57
A dragon befriends a knight and they start a business together.|Gemini|14|2|63
A cursed painting comes to life and wreaks havoc on an art gallery.|Gemini|15|2|67
A group of teenagers accidentally unlocks a portal to another dimension during a sleepover.|Gemini|16|2|91
A dog inherits a fortune and must learn to navigate the world of high society.|Gemini|17|2|78
A struggling writer finds a magic pen that writes stories on its own.|Gemini|18|2|69
A group of scientists tries to communicate with whales using interpretive dance.|Gemini|19|2|80
A secret society protects the world from monsters that live in the shadows.|Gemini|20|2|75
A sentient cloud decides to leave the sky and experience life on Earth.|Gemini|21|2|71
A young witch accidentally turns her teacher into a frog.|Gemini|22|2|57
A retired superhero must come out of retirement to face an old enemy.|Gemini|23|2|69
A group of friends gets trapped in a video game and must find a way to escape.|Gemini|24|2|78
A talking tree gives advice to anyone who will listen.|Gemini|25|2|54
A detective investigates a crime where the victim's memories have been stolen.|Gemini|26|2|78
A group of animals forms a band and becomes a global sensation.|Gemini|27|2|63
A scientist invents a device that can translate animal languages.|Gemini|28|2|65
A child discovers a hidden world behind their bedroom wall.|Gemini|29|2|59
An alien visits Earth and tries to understand human customs.|Gemini|30|2|60
A group of pirates searches for a legendary treasure buried on a deserted island.|Gemini|31|2|81
A famous artist loses their inspiration and must find it again.|Gemini|32|2|63
A musician discovers a hidden melody that can heal the world.|Gemini|33|2|61
A baker's cakes have magical properties.|Gemini|34|2|40
A group of explorers discovers a lost city hidden in the Amazon rainforest.|Gemini|35|2|75
A robot falls in love with a human.|Gemini|36|2|35
A ghost tries to solve their own murder.|Gemini|37|2|40
A group of students accidentally creates a black hole in their science lab.|Gemini|38|2|75
A detective uses their psychic abilities to solve crimes.|Gemini|39|2|57
A superhero has the power to control time, but only for a few seconds.|Gemini|40|2|70
A child befriends a monster living under their bed.|Gemini|41|2|51
A group of travelers gets lost in a maze of mirrors.|Gemini|42|2|52
A scientist discovers a cure for aging, but it has unforeseen consequences.|Gemini|43|2|75
A talking animal runs for president.|Gemini|44|2|36
A group of friends tries to build a time machine in their garage.|Gemini|45|2|65
A detective investigates a series of strange occurrences in a haunted house.|Gemini|46|2|76
A superhero must choose between saving the world and saving their loved one.|Gemini|47|2|76
A child discovers they have the power to communicate with plants.|Gemini|48|2|65
A group of people gets trapped in a parallel universe.|Gemini|49|2|54
A scientist creates a potion that can turn people invisible.|Gemini|50|2|60
A sentient toaster falls in love with a blender.|Gemini|1|20|48
A librarian discovers a hidden portal behind a bookshelf.|Gemini|2|20|57
A lonely astronaut finds a message in a bottle on a distant planet.|Gemini|3|20|67
A detective investigates a crime where the victim is a time traveler.|Gemini|4|20|69
A group of squirrels plot to overthrow the local park government.|Gemini|5|20|65
A child's imaginary friend comes to life and causes chaos.|Gemini|6|20|58
A struggling artist paints a portrait that comes to life.|Gemini|7|20|57
A fortune cookie predicts the end of the world.|Gemini|8|20|47
A dog becomes a master chef after accidentally eating a magic mushroom.|Gemini|9|20|71
A cloud that grants wishes goes on strike.|Gemini|10|20|42
A secret society protects the world from interdimensional pigeons.|Gemini|11|20|66
A robot learns the meaning of friendship from a stray cat.|Gemini|12|20|58
A ghost tries to solve their own murder.|Gemini|13|20|40
A talking tree offers advice to a lost traveler.|Gemini|14|20|48
A superhero's greatest weakness is their crippling fear of butterflies.|Gemini|15|20|71
A villain realizes they've been fighting for the wrong side all along.|Gemini|16|20|70
A time capsule reveals a shocking secret about the town's founders.|Gemini|17|20|67
A cursed amulet grants wishes with terrible consequences.|Gemini|18|20|57
A group of teenagers discovers a hidden underground city.|Gemini|19|20|57
A musician's song has the power to control people's emotions.|Gemini|20|20|61
A baker's bread can cure any ailment, but only for a day.|Gemini|21|20|57
A gardener grows plants that can predict the future.|Gemini|22|20|52
A tailor's clothes can grant the wearer superpowers.|Gemini|23|20|52
A teacher discovers that their students are all aliens in disguise.|Gemini|24|20|67
A politician makes a deal with the devil to win an election.|Gemini|25|20|60
A journalist uncovers a conspiracy that goes all the way to the top.|Gemini|26|20|68
A scientist creates a machine that can translate animal languages.|Gemini|27|20|66
A programmer writes an AI that becomes self-aware and rebellious.|Gemini|28|20|65
A gamer gets trapped inside their favorite video game.|Gemini|29|20|54
A writer's characters come to life and demand a better storyline.|Gemini|30|20|65
A chef accidentally creates a dish that makes people immortal.|Gemini|31|20|62
A dancer's movements can control the weather.|Gemini|32|20|45
A farmer discovers a crop that grows money instead of food.|Gemini|33|20|59
A construction worker finds a skeleton wearing a crown.|Gemini|34|20|55
A mechanic fixes a car that can travel through time.|Gemini|35|20|52
A pilot lands their plane on a mysterious island.|Gemini|36|20|49
A sailor encounters a sea monster with a surprising personality.|Gemini|37|20|64
A doctor discovers a cure for a disease that only affects dreams.|Gemini|38|20|65
An architect designs a building that defies the laws of physics.|Gemini|39|20|64
An engineer invents a device that can teleport objects.|Gemini|40|20|55
A detective's partner is a talking parrot.|Gemini|41|20|42
A lawyer defends a robot accused of murder.|Gemini|42|20|43
A judge must decide the fate of a time traveler who broke the law.|Gemini|43|20|66
A spy's cover is blown by a talking cat.|Gemini|44|20|40
A soldier discovers a hidden village where time stands still.|Gemini|45|20|61
A firefighter rescues a kitten from a burning building, and the kitten can talk.|Gemini|46|20|80
A garbage collector finds a winning lottery ticket in the trash.|Gemini|47|20|64
A park ranger encounters a mythical creature in the woods.|Gemini|48|20|58
A postal worker delivers a letter that changes the course of history.|Gemini|49|20|69
A cashier discovers that the money they're handling is counterfeit, but incredibly realistic.|Gemini|50|20|93
A sentient house develops a crush on its new owner.|Gemini|1|3|51
A time traveler accidentally brings back a common cold to the Stone Age.|Gemini|2|3|72
A librarian discovers a book that predicts the future, but only for cats.|Gemini|3|3|73
A detective investigates a crime where the only clue is a single rubber duck.|Gemini|4|3|77
A group of squirrels plots a heist to steal the world's largest acorn.|Gemini|5|3|70
A lonely robot falls in love with a human artist.|Gemini|6|3|49
A chef's secret ingredient is actually a pinch of magic.|Gemini|7|3|56
A child discovers a portal to a world made entirely of candy.|Gemini|8|3|61
A superhero's greatest weakness is their crippling fear of public speaking.|Gemini|9|3|75
A talking dog becomes a therapist for other animals.|Gemini|10|3|52
A struggling writer finds inspiration from a fortune-telling parrot.|Gemini|11|3|68
A ghost tries to haunt a house, but the new owners are too nice.|Gemini|12|3|64
A secret society dedicated to protecting the world from rogue garden gnomes.|Gemini|13|3|76
A group of friends accidentally summons a demon during a board game night.|Gemini|14|3|74
A sentient cloud decides to become a weather forecaster.|Gemini|15|3|56
A pizza delivery driver gets caught in a time loop.|Gemini|16|3|51
A competitive eater faces their toughest challenge: a bottomless bowl of spaghetti.|Gemini|17|3|83
A group of animals forms a band and tries to make it big.|Gemini|18|3|57
A forgotten toy comes to life and seeks revenge on the child who abandoned it.|Gemini|19|3|78
A world where emotions are currency and love is the rarest form.|Gemini|20|3|64
A gardener discovers a plant that grants wishes, but with unexpected consequences.|Gemini|21|3|82
A detective must solve a murder where the victim is a famous mime.|Gemini|22|3|66
A group of astronauts discovers a planet populated by sentient vegetables.|Gemini|23|3|74
A child's imaginary friend becomes real and causes chaos.|Gemini|24|3|57
A museum curator accidentally awakens an ancient artifact.|Gemini|25|3|58
A programmer creates an AI that becomes obsessed with baking.|Gemini|26|3|61
A group of teenagers stumbles upon a hidden underground city.|Gemini|27|3|61
A fortune teller predicts their own demise.|Gemini|28|3|43
A world where gravity is optional and people can fly with enough willpower.|Gemini|29|3|75
A librarian discovers a secret room filled with forbidden knowledge.|Gemini|30|3|68
A talking cat runs for mayor of a small town.|Gemini|31|3|45
A superhero loses their powers and must learn to live a normal life.|Gemini|32|3|68
A chef creates a dish so delicious it causes world peace.|Gemini|33|3|57
A child finds a magical crayon that brings their drawings to life.|Gemini|34|3|66
A ghost tries to solve their own murder.|Gemini|35|3|40
A secret agent's cover is blown when they accidentally order the wrong coffee.|Gemini|36|3|78
A group of aliens visits Earth to learn about human humor.|Gemini|37|3|58
A time traveler tries to prevent a historical disaster, but makes things worse.|Gemini|38|3|79
A writer's characters come to life and demand a better storyline.|Gemini|39|3|65
A world where people can trade memories.|Gemini|40|3|40
A detective investigates a series of art thefts where the paintings are replaced with doodles.|Gemini|41|3|94
A group of squirrels forms a support group for nut addiction.|Gemini|42|3|61
A lonely lighthouse keeper befriends a mermaid.|Gemini|43|3|47
A scientist discovers a way to communicate with plants.|Gemini|44|3|55
A child builds a robot that becomes their best friend.|Gemini|45|3|54
A world where dreams are broadcasted on television.|Gemini|46|3|51
A chef's worst nightmare comes true when their food comes to life.|Gemini|47|3|66
A group of teenagers discovers a map to a hidden treasure.|Gemini|48|3|58
A superhero's secret identity is accidentally revealed on social media.|Gemini|49|3|71
A talking dog becomes a famous influencer.|Gemini|50|3|42
A sentient toaster falls in love with a blender.|Gemini|1|4|48
A detective investigates a murder where the only clue is a single rubber ducky.|Gemini|2|4|79
In a world where emotions are currency, a con artist tries to bankrupt a city.|Gemini|3|4|78
A librarian discovers a book that can rewrite reality.|Gemini|4|4|54
A time traveler accidentally brings a dinosaur to the present day.|Gemini|5|4|66
A group of squirrels plot to overthrow the human race.|Gemini|6|4|54
A robot develops a crush on its owner's cat.|Gemini|7|4|44
A fortune cookie predicts the end of the world.|Gemini|8|4|47
A superhero with the power of invisibility can only use it when they're embarrassed.|Gemini|9|4|84
A talking dog runs for mayor.|Gemini|10|4|29
A child finds a portal to another dimension in their backyard.|Gemini|11|4|62
An astronaut discovers a planet made entirely of cheese.|Gemini|12|4|56
A ghost tries to haunt a house but the new owner is a professional ghost hunter.|Gemini|13|4|80
A group of friends find a treasure map leading to a lost city of gold.|Gemini|14|4|70
A writer's characters come to life and demand better storylines.|Gemini|15|4|64
A chef creates a dish so delicious it grants immortality.|Gemini|16|4|57
A lonely lighthouse keeper befriends a mermaid.|Gemini|17|4|47
A struggling musician sells their soul for fame and regrets it.|Gemini|18|4|63
A secret society protects the world from forgotten mythical creatures.|Gemini|19|4|70
A group of teenagers discover they have superpowers during a summer camp.|Gemini|20|4|73
A sentient cloud decides to rain only on people who are sad.|Gemini|21|4|60
A street artist's graffiti comes to life at night.|Gemini|22|4|50
An antique mirror reflects a different version of reality.|Gemini|23|4|58
A programmer creates an AI that becomes obsessed with gardening.|Gemini|24|4|64
A group of animals escape from the zoo and try to integrate into society.|Gemini|25|4|73
A detective investigates a series of disappearances in a small, isolated town.|Gemini|26|4|78
A scientist accidentally invents a machine that can translate animal languages.|Gemini|27|4|79
A young witch struggles to control their powers in a modern world.|Gemini|28|4|66
A knight must protect a princess from a dragon, but the dragon is just misunderstood.|Gemini|29|4|85
A spaceship crew encounters a planet inhabited by sentient plants.|Gemini|30|4|66
A museum curator discovers a hidden room filled with magical artifacts.|Gemini|31|4|71
A group of gamers get trapped inside their favorite video game.|Gemini|32|4|63
A child builds a robot friend that becomes too independent.|Gemini|33|4|59
A detective must solve a crime where the victim's memories are the only clues.|Gemini|34|4|78
A group of friends find a mysterious object that grants them wishes, but with unexpected consequences.|Gemini|35|4|102
A gardener cultivates flowers that can heal any ailment.|Gemini|36|4|56
A lonely astronaut communicates with a friendly alien through Morse code.|Gemini|37|4|73
A street performer's act becomes too real.|Gemini|38|4|42
A historian discovers a conspiracy that rewrites the course of history.|Gemini|39|4|71
A group of explorers stumble upon a lost civilization hidden in the Amazon rainforest.|Gemini|40|4|86
A baker creates a cake that can predict the future.|Gemini|41|4|51
A child befriends a friendly monster living under their bed.|Gemini|42|4|60
A journalist investigates a series of strange events in a haunted hotel.|Gemini|43|4|72
A group of scientists attempt to create a portal to another universe.|Gemini|44|4|69
A musician composes a song that can control people's emotions.|Gemini|45|4|62
A group of teenagers accidentally unleash a powerful ancient entity.|Gemini|46|4|68
A librarian discovers a secret code hidden within the library's catalog.|Gemini|47|4|72
A park ranger encounters a mythical creature in the wilderness.|Gemini|48|4|63
A chef accidentally creates a dish that makes people fall in love.|Gemini|49|4|66
A child finds a magical crayon that can bring their drawings to life.|Gemini|50|4|69
A sentient toaster falls in love with a blender.|Gemini|1|5|48
A retired superhero opens a bakery, but their old enemies keep showing up.|Gemini|2|5|74
A librarian discovers a book that predicts the future, but only in limericks.|Gemini|3|5|77
A group of squirrels plot to overthrow the city's bird population.|Gemini|4|5|66
A time traveler accidentally brings back a dinosaur, but it's really good at accounting.|Gemini|5|5|88
A struggling artist finds a magical paintbrush that brings their paintings to life, but only at night.|Gemini|6|5|102
A detective investigates a series of disappearances where the victims vanish into thin air, leaving behind only their shoes.|Gemini|7|5|124
A lonely lighthouse keeper befriends a mermaid who can only communicate through interpretive dance.|Gemini|8|5|99
A robot learns to feel emotions after accidentally downloading a romance novel.|Gemini|9|5|79
A group of teenagers discovers a portal to another dimension in their high school's janitor closet.|Gemini|10|5|99
A talking dog runs for mayor, promising to end the reign of squirrels.|Gemini|11|5|70
A world where everyone can fly, except for one person.|Gemini|12|5|54
A musician's instrument is stolen, and they must track it down through the city's underground music scene.|Gemini|13|5|106
A gardener discovers that their plants can talk, but they only speak in riddles.|Gemini|14|5|80
A chef creates a dish so delicious it can solve world hunger, but it has a strange side effect.|Gemini|15|5|95
A child finds a lost alien and tries to help it return home without being discovered by the government.|Gemini|16|5|103
A group of scientists accidentally creates a black hole in their lab, but it's surprisingly polite.|Gemini|17|5|99
A writer's characters come to life and demand better storylines.|Gemini|18|5|64
A city is powered by dreams, but someone is stealing them.|Gemini|19|5|58
A clockmaker discovers they can control time with their creations, but only in small increments.|Gemini|20|5|96
A cat becomes a famous internet celebrity, but struggles with the pressures of fame.|Gemini|21|5|84
A group of friends finds a map to a hidden treasure, but it's guarded by a grumpy gnome.|Gemini|22|5|88
A pilot crash lands on a deserted island and discovers it's inhabited by intelligent coconuts.|Gemini|23|5|94
A teacher receives a student's essay from the future.|Gemini|24|5|53
A secret society dedicated to protecting the world from rogue lawn gnomes.|Gemini|25|5|74
A haunted house is actually a portal to different historical periods, but only on Tuesdays.|Gemini|26|5|91
A street performer's act is interrupted by a real magic spell.|Gemini|27|5|62
A board game becomes reality, and the players must survive its challenges.|Gemini|28|5|74
A sentient cloud decides to move to the desert.|Gemini|29|5|47
A group of animals forms a union to fight for better working conditions at the zoo.|Gemini|30|5|83
A detective investigates a crime where the only clue is a single feather.|Gemini|31|5|73
A fortune teller can only predict bad luck.|Gemini|32|5|43
A superhero's greatest weakness is their crippling fear of butterflies.|Gemini|33|5|71
A post-apocalyptic world where currency is based on memories.|Gemini|34|5|61
A group of teenagers starts a band that accidentally summons a demon.|Gemini|35|5|69
A world where people can swap bodies for a day, but someone is abusing the power.|Gemini|36|5|81
A sentient coffee machine tries to take over the world, one caffeinated cup at a time.|Gemini|37|5|86
A librarian discovers a secret room filled with forbidden knowledge.|Gemini|38|5|68
A town is plagued by a series of bizarre pranks, and the prime suspect is a ghost.|Gemini|39|5|82
A group of adventurers searches for a legendary artifact that can grant any wish.|Gemini|40|5|81
A world where emotions are currency.|Gemini|41|5|36
A detective must solve a murder mystery on a spaceship where everyone is a suspect.|Gemini|42|5|83
A baker's bread has the power to heal emotional wounds.|Gemini|43|5|55
A group of friends finds a time capsule buried in their backyard.|Gemini|44|5|65
A robot becomes a stand-up comedian, telling jokes about the human condition.|Gemini|45|5|77
A world where people can only communicate through song.|Gemini|46|5|55
A scientist invents a device that can translate animal languages.|Gemini|47|5|65
A group of kids discovers a hidden underground city beneath their town.|Gemini|48|5|71
A detective investigates a series of art heists where the paintings disappear without a trace.|Gemini|49|5|94
A writer struggles to finish a novel, but their characters keep interfering.|Gemini|50|5|76
A sentient toaster falls in love with a blender.|Gemini|1|6|48
A librarian discovers a hidden portal to another dimension within a dusty book.|Gemini|2|6|79
A group of squirrels starts a black market for acorns.|Gemini|3|6|54
A time traveler accidentally brings a dinosaur to the present day.|Gemini|4|6|66
A detective investigates a crime where the only clue is a single, perfectly sculpted cloud.|Gemini|5|6|91
A child befriends a lonely robot who can only communicate through Morse code.|Gemini|6|6|77
A struggling artist finds inspiration in the patterns of cracks on a sidewalk.|Gemini|7|6|78
A world where emotions are traded like commodities on the stock market.|Gemini|8|6|71
A forgotten god awakens in a modern city and tries to reclaim their worshippers.|Gemini|9|6|80
A group of friends finds a map leading to a legendary treasure hidden in their town.|Gemini|10|6|84
A cat inherits a fortune and must learn to navigate the complexities of high society.|Gemini|11|6|85
A spaceship crew discovers a planet entirely made of chocolate.|Gemini|12|6|63
A superhero loses their powers at the worst possible moment.|Gemini|13|6|60
A talking dog becomes a therapist for other animals.|Gemini|14|6|52
A musician composes a song that can control the weather.|Gemini|15|6|56
A detective must solve a murder where the victim is their own future self.|Gemini|16|6|74
A group of kids builds a rocket to escape their boring town.|Gemini|17|6|60
A chef creates a dish that can bring back memories.|Gemini|18|6|51
A sentient tree witnesses the rise and fall of civilizations.|Gemini|19|6|61
A writer's characters come to life and demand a better storyline.|Gemini|20|6|65
A ghost tries to haunt a house but ends up befriending the living family.|Gemini|21|6|73
A scientist invents a device that can translate animal languages.|Gemini|22|6|65
A world where people can upload their consciousness to the internet.|Gemini|23|6|68
A farmer discovers a field of glowing vegetables with strange properties.|Gemini|24|6|73
A lonely lighthouse keeper receives a message in a bottle from a distant planet.|Gemini|25|6|80
A thief attempts to steal a priceless artifact but has a change of heart.|Gemini|26|6|73
